LGA Code 2011,A10 Homicide and related offence,A20 Assault and related offences , A30 Sexual offences, A40 Abduction and related ofences , A50 Robbery,A60 Blackmail and extortion,"A70 Stalking, harassment and threatening behaviour",A80 Dangerous and negligent acts endangering people,Total offence count: (A),B10 Arson,B20 Property Damage,B30 Burglary/Break and enter,B40 Theft,B50 Deception,B60 Bribery,Total offence count: (B),C10 Drug dealing and trafficking,C20 Cultivate or manufacture drugs,C30 Drug use and possesion ,C90 Other drug offences,Total offence count: (C),D10 Weapons and explosives offence,D20 Disorderly and offensive conduct,D30 Public nuisance offences,D40 Public security offences,Total offence count: (D),E10 Justice procedures,E20 Breaches of orders,Total (E) Justice procedures offences,F10 Regulatory driving offences,F20 Transport regulation offences,F30 Other government regulatory off,F90 Miscellaneous offences,Total (F) Other offences,Grand Total Offences,LGA Estimated Residential Population,LGA Name,Reference Period,Victoria Estimated Residential Population
20110,0,37,20,1,1,0,11,9,79,4,57,35,114,19,0,229,3,6,18,0,27,17,47,13,0,77,5,23,28,0,1,0,2,3,443,12109,Alpine (S),2012,5632521
20110,3,39,13,0,0,0,14,11,77,3,63,42,109,8,0,225,3,8,25,0,36,42,64,2,0,108,6,31,37,0,0,1,3,4,487,12030,Alpine (S),2013,5733545
20110,3,46,38,0,0,0,11,3,98,7,46,24,211,29,0,317,3,4,32,0,39,41,44,5,0,90,9,22,31,1,0,2,14,17,592,12019,Alpine (S),2014,5838110
20110,0,47,26,1,0,0,4,17,95,6,52,28,108,25,0,219,7,9,30,0,46,37,58,6,0,101,6,37,43,0,2,4,2,8,512,11858,Alpine (S),2015,5937481
20110,0,55,29,0,0,0,17,4,105,2,41,34,97,14,0,188,10,3,23,1,37,31,42,3,0,76,2,45,47,0,1,2,0,3,456,11985,Alpine (S),2016,6053355
20260,0,162,45,2,1,0,36,17,263,18,192,76,275,16,0,577,7,1,30,0,38,34,106,37,0,177,34,50,84,0,0,4,10,14,1153,11335,Ararat (RC),2012,5632521
20260,3,179,39,1,1,0,31,19,270,23,202,78,208,23,0,534,210,3,50,0,263,35,114,16,0,165,55,86,141,0,0,10,1,11,1384,11214,Ararat (RC),2013,5733545
20260,3,203,57,0,0,0,28,28,316,16,147,64,178,25,0,430,1,1,32,0,34,45,108,10,0,163,49,112,161,0,1,6,1,8,1112,11139,Ararat (RC),2014,5838110
20260,0,200,59,0,0,0,43,21,323,20,172,66,178,52,0,488,29,3,66,0,98,30,114,15,0,159,42,127,169,0,0,3,5,8,1245,11028,Ararat (RC),2015,5937481
20260,3,256,42,1,2,0,41,21,363,14,145,68,184,52,0,463,15,4,122,1,142,48,89,16,0,153,84,196,280,0,0,0,4,4,1405,11299,Ararat (RC),2016,6053355
20570,3,1032,238,46,30,4,263,89,1702,106,1862,1166,3127,333,1,6595,43,19,162,1,225,162,355,43,3,563,143,546,689,0,1,15,6,22,9796,96935,Ballarat (C),2012,5632521
20570,5,893,269,15,35,0,234,94,1545,86,1541,1237,3313,489,0,6666,65,28,249,13,355,289,424,24,1,738,159,599,758,0,0,5,3,8,10070,98570,Ballarat (C),2013,5733545
20570,0,857,443,11,29,5,141,98,1584,52,1340,1061,3029,565,0,6047,65,21,408,0,494,340,469,44,0,853,118,1031,1149,1,1,7,3,12,10139,100240,Ballarat (C),2014,5838110
20570,3,837,531,14,25,7,149,87,1650,125,1338,1288,3694,479,0,6924,89,55,410,1,555,289,352,45,0,686,197,1278,1475,0,5,34,10,49,11339,101578,Ballarat (C),2015,5937481
20570,5,947,555,12,38,2,134,130,1823,168,1220,1269,4163,700,0,7520,57,48,400,2,507,350,284,41,1,676,435,1221,1656,1,8,20,3,32,12214,104344,Ballarat (C),2016,6053355
20660,3,656,150,15,59,2,252,70,1204,54,889,978,2169,262,0,4352,46,31,267,0,344,117,158,38,1,314,115,987,1102,0,10,9,6,25,7341,123600,Banyule (C),2012,5632521
20660,3,620,178,9,47,2,250,81,1187,45,839,953,3197,383,0,5417,34,12,252,0,298,167,273,43,2,485,142,1170,1312,2,2,4,5,13,8712,124350,Banyule (C),2013,5733545
20660,4,573,251,10,51,7,213,59,1168,35,795,1114,2748,444,0,5136,34,9,229,0,272,125,174,37,3,339,115,1484,1599,1,14,15,8,38,8552,125451,Banyule (C),2014,5838110
20660,0,658,237,14,30,0,227,55,1221,47,775,908,2860,472,0,5062,61,20,391,0,472,221,173,68,0,462,191,1771,1962,0,5,5,12,22,9201,126232,Banyule (C),2015,5937481
20660,3,711,169,12,35,7,224,71,1229,58,778,1149,3422,676,0,6083,90,29,342,0,461,199,160,55,2,416,212,1253,1465,1,5,4,3,13,9667,127430,Banyule (C),2016,6053355
20740,3,254,74,1,4,0,84,26,443,18,266,220,565,44,0,1113,25,11,82,0,118,33,156,9,0,198,21,105,126,0,3,23,5,31,2029,30616,Bass Coast (S),2012,5632521
20740,3,282,110,2,1,0,129,22,546,21,255,205,518,67,0,1066,20,18,106,0,144,60,141,22,0,223,19,162,181,0,2,10,2,14,2174,30975,Bass Coast (S),2013,5733545
20740,3,349,117,8,4,1,116,30,625,25,322,272,582,72,0,1273,29,21,100,0,150,80,175,21,0,276,49,265,314,0,0,1,2,3,2641,31610,Bass Coast (S),2014,5838110
20740,3,285,149,3,6,0,115,40,598,32,268,187,483,86,0,1056,28,18,164,0,210,74,119,23,0,216,38,379,417,1,6,5,6,18,2515,32033,Bass Coast (S),2015,5937481
20740,0,335,113,6,3,0,96,54,607,37,301,191,701,113,0,1343,20,9,95,0,124,88,99,25,0,212,101,454,555,0,6,4,0,10,2851,33581,Bass Coast (S),2016,6053355
20830,0,310,64,2,8,0,90,40,514,29,370,238,793,68,0,1498,19,6,95,0,120,76,151,7,0,234,47,98,145,0,3,2,1,6,2517,44296,Baw Baw (S),2012,5632521
20830,3,263,106,4,1,0,115,44,533,50,333,287,802,290,0,1762,40,17,165,0,222,185,166,16,0,367,38,205,243,0,18,8,13,39,3166,45158,Baw Baw (S),2013,5733545
20830,3,342,138,5,12,0,169,42,708,46,341,259,712,600,0,1958,77,13,168,0,258,112,202,23,0,337,52,360,412,0,18,6,15,39,3712,45912,Baw Baw (S),2014,5838110
20830,0,329,183,3,9,0,165,35,724,37,308,234,827,150,0,1556,85,19,243,0,347,178,117,15,0,310,50,482,532,0,12,7,3,22,3491,46638,Baw Baw (S),2015,5937481
20830,3,358,220,7,9,0,143,51,788,41,353,297,1052,166,0,1909,90,14,324,0,428,166,83,35,0,284,105,509,614,0,11,4,24,39,4062,48378,Baw Baw (S),2016,6053355
20910,3,229,46,1,19,5,100,22,422,12,595,696,1693,414,0,3410,9,4,111,0,124,61,92,14,0,167,86,146,232,0,0,0,0,0,4355,96992,Bayside (C),2012,5632521
20910,3,223,81,3,18,3,90,14,432,13,593,666,1423,193,0,2888,48,8,163,0,219,96,141,16,0,253,48,227,275,1,6,3,2,12,4079,98270,Bayside (C),2013,5733545
20910,3,246,84,0,24,2,97,33,486,18,458,570,1462,284,0,2792,37,14,244,3,298,107,137,21,0,265,25,284,309,1,7,2,3,13,4163,99914,Bayside (C),2014,5838110
20910,3,254,175,11,23,2,70,34,569,15,442,611,1558,178,0,2804,25,11,267,1,304,138,156,24,0,318,25,302,327,0,7,1,1,9,4331,101321,Bayside (C),2015,5937481
20910,3,310,129,6,33,1,105,29,613,22,481,595,2193,403,0,3694,17,12,190,0,219,131,125,38,0,294,80,370,450,0,10,3,1,14,5284,101852,Bayside (C),2016,6053355
21010,0,120,27,2,1,0,23,12,185,19,144,67,239,18,1,488,4,14,51,0,69,31,52,7,0,90,17,64,81,0,5,1,1,7,920,13731,Benalla (RC),2012,5632521
21010,0,163,67,1,1,1,38,16,287,26,165,87,212,27,1,518,4,5,54,0,63,45,40,10,0,95,20,82,102,1,7,1,2,11,1076,13697,Benalla (RC),2013,5733545
21010,0,168,92,1,1,0,44,27,333,23,174,79,225,9,0,510,6,8,58,0,72,37,57,9,0,103,27,168,195,0,0,3,4,7,1220,13603,Benalla (RC),2014,5838110
21010,3,154,36,1,3,0,32,35,261,34,167,55,146,24,0,426,7,7,38,0,52,32,28,17,0,77,15,201,216,0,1,4,1,6,1038,13496,Benalla (RC),2015,5937481
21010,0,190,85,2,4,0,33,21,335,18,186,94,262,206,0,766,11,4,54,0,69,35,17,19,0,71,32,289,321,0,2,7,4,13,1575,13715,Benalla (RC),2016,6053355
21110,0,346,129,12,57,3,77,42,666,29,1014,1185,2673,286,0,5187,33,22,227,2,284,92,236,40,0,368,42,161,203,0,10,19,6,35,6743,168458,Boroondara (C),2012,5632521
21110,3,354,129,9,39,3,148,28,710,37,918,1317,2693,484,0,5449,35,10,248,0,293,117,259,21,2,399,30,199,229,0,2,12,9,23,7103,170382,Boroondara (C),2013,5733545
21110,3,321,169,8,33,1,118,31,681,40,716,1358,2713,434,0,5261,45,22,317,0,384,106,224,34,1,365,40,266,306,0,0,14,2,16,7013,172551,Boroondara (C),2014,5838110
21110,3,368,123,8,30,2,104,42,677,12,577,1341,2781,396,1,5108,36,12,257,0,305,113,163,30,5,311,37,258,295,0,6,14,1,21,6717,174787,Boroondara (C),2015,5937481
21110,3,414,160,6,38,2,141,47,808,22,599,1191,3835,804,0,6451,31,12,306,0,349,120,171,30,1,322,134,600,734,0,4,4,3,11,8675,177915,Boroondara (C),2016,6053355
21180,5,1377,258,40,247,6,304,148,2385,167,1726,2357,7398,785,1,12434,236,113,740,1,1090,470,315,57,0,842,208,1009,1217,0,11,3,19,33,18001,193334,Brimbank (C),2012,5632521
21180,12,1411,299,34,306,7,341,134,2544,167,1610,2306,7387,1263,1,12734,298,116,845,0,1259,589,486,62,2,1139,263,1491,1754,0,11,15,9,35,19465,195273,Brimbank (C),2013,5733545
21180,13,1305,319,28,214,7,371,145,2402,92,1408,1895,5990,1212,0,10597,273,139,798,1,1211,566,423,73,1,1063,229,1999,2228,1,10,17,6,34,17535,197637,Brimbank (C),2014,5838110
21180,11,1422,228,18,156,4,405,171,2415,118,1469,1997,6632,1061,0,11277,357,135,1055,0,1547,770,365,71,2,1208,289,1829,2118,1,10,10,5,26,18591,199432,Brimbank (C),2015,5937481
21180,8,1542,233,23,200,4,386,159,2555,129,1484,2021,6978,965,0,11577,322,105,1102,0,1529,821,321,78,1,1221,473,2111,2584,0,17,5,4,26,19492,200144,Brimbank (C),2016,6053355
21270,0,27,16,0,0,0,5,3,51,3,58,34,92,2,0,189,1,1,4,0,6,13,27,11,0,51,3,2,5,0,0,1,0,1,303,6355,Buloke (S),2012,5632521
21270,0,25,5,0,0,0,7,5,42,2,32,23,80,8,0,145,3,1,4,0,8,15,7,8,0,30,2,7,9,0,0,7,2,9,243,6214,Buloke (S),2013,5733545
21270,0,21,10,0,0,0,8,6,45,1,31,24,55,6,0,117,3,2,5,0,10,7,13,2,0,22,1,2,3,0,0,3,0,3,200,6084,Buloke (S),2014,5838110
21270,3,22,25,0,0,0,4,2,53,1,15,43,77,2,0,138,0,1,3,0,4,7,12,4,0,23,1,5,6,0,1,0,2,3,227,5952,Buloke (S),2015,5937481
21270,0,20,23,0,0,0,7,7,57,0,32,25,61,4,0,122,3,2,14,0,19,5,3,1,0,9,3,10,13,0,0,2,1,3,223,5966,Buloke (S),2016,6053355
21370,3,185,98,4,6,0,22,18,333,20,354,321,866,43,0,1604,9,9,66,0,84,44,248,18,0,310,34,126,160,0,1,4,5,10,2501,36967,Campaspe (S),2012,5632521
21370,3,286,81,4,9,0,52,20,452,43,334,337,878,71,0,1663,18,9,55,0,82,64,174,16,0,254,34,168,202,0,1,7,7,15,2668,36898,Campaspe (S),2013,5733545
21370,4,236,121,3,9,0,37,41,451,40,301,314,969,58,0,1682,20,7,68,0,95,74,194,9,0,277,37,273,310,0,2,0,2,4,2819,36889,Campaspe (S),2014,5838110
21370,0,294,93,3,4,1,81,25,501,25,264,433,867,95,0,1684,28,11,105,0,144,83,160,16,0,259,58,343,401,1,0,4,12,17,3006,36747,Campaspe (S),2015,5937481
21370,3,347,230,12,9,3,115,49,765,38,341,336,936,99,0,1750,25,13,125,0,163,156,139,23,0,318,175,518,693,0,1,5,13,19,3708,36955,Campaspe (S),2016,6053355
21450,6,488,158,10,19,1,161,60,903,50,640,612,1522,232,0,3056,34,26,179,2,241,168,126,26,1,321,34,228,262,0,2,4,6,12,4795,80188,Cardinia (S),2012,5632521
21450,5,564,122,5,19,5,290,71,1081,90,727,660,1755,264,0,3496,34,18,189,1,242,160,132,28,1,321,60,630,690,1,3,2,16,22,5852,83980,Cardinia (S),2013,5733545
21450,5,483,111,16,27,4,179,61,886,63,654,517,1688,388,0,3310,50,22,296,0,368,225,128,22,1,376,73,561,634,0,12,18,24,54,5628,87034,Cardinia (S),2014,5838110
21450,6,530,184,22,16,3,274,68,1103,64,619,530,2117,323,1,3654,65,23,348,0,436,319,138,39,0,496,80,1103,1183,0,5,16,11,32,6904,90884,Cardinia (S),2015,5937481
21450,3,620,208,17,33,8,176,93,1155,106,641,800,2200,335,0,4082,39,16,319,0,374,192,121,51,23,387,246,1277,1523,0,10,4,6,20,7541,95604,Cardinia (S),2016,6053355
21610,8,1663,322,26,142,15,440,177,2793,202,1765,1601,4689,615,0,8872,166,62,547,0,775,352,385,40,3,780,143,904,1047,1,7,10,8,26,14293,267640,Casey (C),2012,5632521
21610,3,1771,396,43,97,12,450,168,2937,231,1736,1665,4954,924,0,9510,165,92,619,0,876,432,352,78,6,868,158,1008,1166,1,6,20,10,37,15394,274836,Casey (C),2013,5733545
21610,10,1790,419,36,89,10,497,218,3069,185,1704,1695,5528,1166,0,10278,166,86,720,0,972,486,344,81,10,921,183,1639,1822,1,21,5,14,41,17103,283215,Casey (C),2014,5838110
21610,5,1786,600,28,123,16,623,238,3419,145,1769,1992,6665,1084,0,11655,198,113,900,0,1211,785,322,73,7,1187,212,2264,2476,1,18,16,7,42,19990,292211,Casey (C),2015,5937481
21610,7,2183,520,49,191,13,780,249,3992,217,1734,2647,7962,1529,0,14089,151,56,907,0,1114,575,283,80,6,944,672,2542,3214,0,19,6,7,32,23385,300169,Casey (C),2016,6053355
21670,0,101,29,1,2,0,34,10,177,8,152,66,202,51,0,479,1,4,31,0,36,27,75,9,0,111,17,49,66,0,1,4,0,5,874,12581,Central Goldfields (S),2012,5632521
21670,0,143,58,0,0,0,57,16,274,19,183,73,180,30,0,485,8,4,25,0,37,55,77,10,0,142,33,82,115,0,0,4,3,7,1060,12620,Central Goldfields (S),2013,5733545
21670,0,131,57,2,4,1,41,18,254,19,153,82,204,35,0,493,2,5,25,0,32,44,73,14,0,131,22,170,192,0,0,1,7,8,1110,12609,Central Goldfields (S),2014,5838110
21670,0,127,61,3,2,0,27,14,234,14,129,111,229,31,0,514,10,2,52,0,64,67,54,29,0,150,20,205,225,0,0,1,1,2,1189,12575,Central Goldfields (S),2015,5937481
21670,0,156,55,2,5,1,49,10,278,27,125,97,334,61,0,644,10,15,34,0,59,91,32,13,0,136,58,355,413,0,0,0,2,2,1532,12729,Central Goldfields (S),2016,6053355
21750,3,169,74,1,3,0,43,15,305,10,186,168,364,33,0,761,2,10,46,0,58,32,141,15,0,188,40,50,90,0,0,3,16,19,1421,20767,Colac-Otway (S),2012,5632521
21750,0,153,58,0,6,0,47,9,273,11,163,122,305,37,0,638,11,6,53,2,72,42,101,9,0,152,30,76,106,0,1,4,24,29,1270,20666,Colac-Otway (S),2013,5733545
21750,3,198,87,2,4,0,46,17,354,8,196,144,369,81,0,798,14,4,46,0,64,61,80,20,0,161,14,141,155,0,2,0,12,14,1546,20504,Colac-Otway (S),2014,5838110
21750,3,190,72,0,4,0,109,18,393,7,143,152,347,45,0,694,9,3,52,0,64,60,81,14,0,155,35,163,198,0,0,0,6,6,1510,20255,Colac-Otway (S),2015,5937481
21750,0,183,56,4,2,2,62,16,325,9,185,121,496,114,0,925,27,11,103,0,141,78,64,10,0,152,60,191,251,0,7,6,7,20,1814,20676,Colac-Otway (S),2016,6053355
21830,4,59,20,0,2,1,12,15,113,3,98,132,194,120,0,547,1,3,21,0,25,28,17,6,0,51,3,47,50,0,1,1,1,3,789,16387,Corangamite (S),2012,5632521
21830,3,57,23,0,2,0,42,11,135,4,71,94,134,20,0,323,10,11,19,0,40,27,35,0,0,62,12,50,62,0,0,1,0,1,623,16108,Corangamite (S),2013,5733545
21830,3,84,47,2,2,0,8,29,172,4,58,81,171,22,0,336,5,13,19,0,37,25,30,5,0,60,9,42,51,0,1,2,3,6,662,15920,Corangamite (S),2014,5838110
21830,0,70,91,0,0,1,13,8,183,9,64,73,153,15,0,314,7,9,28,0,44,33,15,6,0,54,8,96,104,0,0,1,5,6,705,15671,Corangamite (S),2015,5937481
21830,0,82,41,2,1,0,22,13,161,5,101,116,237,43,0,502,7,3,30,0,40,36,18,6,1,61,10,91,101,0,1,1,0,2,867,15961,Corangamite (S),2016,6053355
21890,6,709,204,22,184,5,192,74,1396,94,1048,1753,5008,772,4,8679,91,34,394,0,519,186,275,71,3,535,128,363,491,0,5,2,32,39,11659,144641,Darebin (C),2012,5632521
21890,3,864,336,21,126,5,233,73,1658,90,1032,1833,4270,763,1,7989,81,30,392,0,503,224,287,57,0,568,111,382,493,1,11,8,18,38,11249,146650,Darebin (C),2013,5733545
21890,3,921,172,23,111,4,327,108,1666,74,1126,1910,5994,1127,0,10231,67,17,431,0,515,287,314,52,1,654,119,1145,1264,0,15,22,9,46,14376,148675,Darebin (C),2014,5838110
21890,5,797,249,24,81,3,350,125,1634,71,1108,1823,6548,1333,1,10884,103,34,596,0,733,395,283,56,9,743,136,923,1059,1,13,6,2,22,15075,150881,Darebin (C),2015,5937481
21890,3,888,197,15,78,3,266,144,1591,72,1117,1922,7349,1282,0,11742,139,40,731,0,910,397,298,56,0,751,398,896,1294,1,23,3,4,31,16319,153638,Darebin (C),2016,6053355
22110,3,416,79,3,6,0,66,18,588,35,523,330,795,58,0,1741,13,14,49,0,76,81,232,21,0,334,70,194,264,0,4,11,18,33,3036,43160,East Gippsland (S),2012,5632521
22110,3,541,57,6,8,0,129,56,797,55,598,298,1092,103,0,2146,11,24,90,0,125,118,192,27,2,339,67,382,449,0,3,10,6,19,3875,43376,East Gippsland (S),2013,5733545
22110,3,599,80,3,11,1,130,59,883,46,591,229,745,91,0,1702,23,42,134,0,199,128,246,37,0,411,76,581,657,2,4,12,7,25,3877,43678,East Gippsland (S),2014,5838110
22110,3,553,117,11,13,2,136,45,877,25,495,325,874,95,0,1814,71,39,180,3,293,217,251,27,0,495,71,515,586,2,9,15,10,36,4101,43995,East Gippsland (S),2015,5937481
22110,3,541,126,2,7,3,123,63,865,29,495,283,991,159,0,1957,57,21,195,0,273,162,170,55,0,387,122,641,763,2,1,4,11,18,4263,44611,East Gippsland (S),2016,6053355
22170,4,1213,298,24,84,4,234,121,1982,112,1526,1169,3879,693,0,7379,105,70,479,0,654,444,926,68,0,1438,282,1069,1351,0,26,24,11,61,12865,131754,Frankston (C),2012,5632521
22170,3,1178,277,18,68,3,263,138,1945,109,1556,994,4332,712,0,7703,169,48,681,7,905,828,1084,75,3,1990,369,1151,1520,0,7,15,7,29,14092,133425,Frankston (C),2013,5733545
22170,4,1080,336,19,104,0,284,148,1975,112,1297,919,4326,895,0,7549,204,55,799,0,1058,732,858,77,4,1671,395,1877,2272,2,9,18,18,47,14572,134899,Frankston (C),2014,5838110
22170,3,1104,407,20,77,3,307,170,2088,100,1347,994,4391,817,0,7649,272,50,778,3,1103,671,731,52,2,1456,337,2186,2523,0,6,18,13,37,14856,135971,Frankston (C),2015,5937481
22170,6,1239,363,24,106,2,300,207,2247,122,1305,1284,4802,1088,0,8601,182,51,924,0,1157,651,505,145,0,1301,620,2320,2940,0,10,8,10,28,16274,137554,Frankston (C),2016,6053355
22250,0,70,19,0,0,0,11,5,105,8,70,48,109,19,0,254,6,4,15,0,25,10,62,10,0,82,12,34,46,0,1,1,0,2,514,10376,Gannawarra (S),2012,5632521
22250,0,82,24,3,1,0,14,11,135,6,75,59,122,11,0,273,6,0,18,0,24,14,60,11,0,85,5,29,34,0,0,2,0,2,553,10311,Gannawarra (S),2013,5733545
22250,3,82,9,0,0,0,20,9,120,12,54,41,138,6,0,251,15,0,27,0,42,23,62,8,0,93,6,58,64,0,0,2,1,3,573,10142,Gannawarra (S),2014,5838110
22250,0,68,17,2,0,0,16,11,114,8,59,38,103,11,0,219,7,9,27,0,43,35,30,5,2,72,13,80,93,0,0,0,3,3,544,10019,Gannawarra (S),2015,5937481
22250,0,61,31,0,2,0,17,5,116,10,35,60,107,16,0,228,3,9,36,0,48,37,16,8,0,61,7,115,122,0,0,3,0,3,578,9771,Gannawarra (S),2016,6053355
22310,3,375,85,6,52,3,88,17,626,21,734,965,2131,349,1,4201,19,9,205,2,235,71,121,20,0,212,80,168,248,1,12,11,0,24,5546,139242,Glen Eira (C),2012,5632521
22310,0,379,119,7,42,2,106,14,669,19,704,827,2078,417,1,4046,29,14,203,0,246,97,180,15,0,292,56,270,326,0,7,5,3,15,5594,141379,Glen Eira (C),2013,5733545
22310,3,331,107,1,33,0,85,27,584,16,560,849,1900,465,0,3790,62,15,233,0,310,124,186,22,1,333,59,299,358,0,19,23,12,54,5429,144009,Glen Eira (C),2014,5838110
22310,3,343,123,8,33,1,130,39,677,36,525,830,2204,407,0,4002,60,14,319,0,393,138,164,27,1,330,43,330,373,0,6,2,3,11,5786,146303,Glen Eira (C),2015,5937481
22310,3,501,186,4,59,2,109,49,910,30,647,871,2546,460,1,4555,72,13,403,2,490,178,230,55,1,464,84,779,863,0,17,4,1,22,7304,148050,Glen Eira (C),2016,6053355
22410,3,130,22,0,4,0,14,23,193,15,222,163,371,49,0,820,11,6,38,0,55,46,80,12,0,138,40,41,81,1,1,2,2,6,1293,19758,Glenelg (S),2012,5632521
22410,3,148,28,0,1,0,20,19,216,15,229,107,414,21,0,786,11,7,63,0,81,56,88,20,0,164,25,123,148,0,1,2,4,7,1402,19500,Glenelg (S),2013,5733545
22410,0,156,75,2,2,1,28,36,300,19,225,147,445,44,0,880,9,7,78,0,94,64,82,51,0,197,29,159,188,0,3,4,3,10,1669,19355,Glenelg (S),2014,5838110
22410,3,150,118,0,3,0,29,20,320,15,271,124,362,32,0,804,18,6,123,0,147,84,81,17,0,182,57,203,260,1,0,4,5,10,1723,19158,Glenelg (S),2015,5937481
22410,3,168,76,1,1,0,37,11,294,12,259,123,433,31,0,858,18,8,62,0,88,47,50,29,0,126,52,194,246,0,2,1,1,4,1616,19283,Glenelg (S),2016,6053355
22490,0,27,19,0,1,0,7,17,71,4,50,95,122,4,0,275,4,3,6,0,13,6,8,1,0,15,1,17,18,0,0,0,1,1,393,19470,Golden Plains (S),2012,5632521
22490,0,43,26,0,0,0,8,11,88,12,37,81,119,5,0,254,1,0,7,0,8,11,12,17,0,40,6,11,17,1,0,3,1,5,412,20131,Golden Plains (S),2013,5733545
22490,3,42,16,0,0,0,15,5,78,8,31,115,153,12,0,319,3,7,4,0,14,17,13,0,0,30,3,13,16,0,0,0,1,1,458,20538,Golden Plains (S),2014,5838110
22490,3,49,15,1,0,1,8,6,80,17,39,123,209,14,0,402,4,3,12,0,19,12,5,17,1,35,9,46,55,0,1,0,2,3,594,20809,Golden Plains (S),2015,5937481
22490,0,58,16,0,1,0,15,15,105,40,57,138,249,25,0,509,7,3,16,0,26,3,6,14,0,23,14,48,62,0,0,7,4,11,736,21714,Golden Plains (S),2016,6053355
22620,3,678,249,10,30,4,160,56,1187,89,1021,655,2078,134,0,3977,45,21,174,0,240,152,401,117,0,670,128,666,794,0,2,31,6,39,6907,103605,Greater Bendigo (C),2012,5632521
22620,3,772,262,10,23,1,216,64,1348,106,967,537,2000,984,0,4594,74,32,227,0,333,219,547,51,0,817,155,1197,1352,0,9,13,5,27,8471,105222,Greater Bendigo (C),2013,5733545
22620,3,764,312,12,20,1,185,79,1373,90,914,596,2152,591,0,4343,124,50,409,3,586,275,503,79,1,858,148,1186,1334,0,7,10,6,23,8517,107051,Greater Bendigo (C),2014,5838110
22620,5,777,242,15,20,0,310,100,1469,78,810,700,2184,274,12,4058,125,23,365,0,513,285,465,75,1,826,159,1274,1433,1,2,11,10,24,8323,108437,Greater Bendigo (C),2015,5937481
22620,8,739,286,12,30,0,356,128,1559,115,875,807,2933,418,0,5148,102,19,368,0,489,342,366,67,0,775,439,1782,2221,0,1,10,7,18,10210,110497,Greater Bendigo (C),2016,6053355
22670,8,1353,401,33,140,10,340,114,2399,82,1239,1487,4414,967,0,8189,166,50,753,0,969,477,961,64,21,1523,368,1161,1529,0,22,35,11,68,14677,144312,Greater Dandenong (C),2012,5632521
